Attributes,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Symbols,AAPL,FB,GOOGL,AAPL,FB,GOOGL,AAPL,FB,GOOGL,AAPL,FB,GOOGL,AAPL,FB,GOOGL,AAPL,FB,GOOGL
Date,,,,,,,,,,,,,,,,,,
2018-01-12,171.48106384277344,179.3699951171875,1130.6500244140625,177.08999633789062,179.3699951171875,1130.6500244140625,177.36000061035156,181.47999572753906,1131.300048828125,175.64999389648438,177.39999389648438,1108.010009765625,176.17999267578125,178.05999755859375,1110.0999755859375,25418100.0,77551300.0,1929300.0
2018-01-16,170.60955810546875,178.38999938964844,1130.699951171875,176.19000244140625,178.38999938964844,1130.699951171875,179.38999938964844,181.75,1148.8800048828125,176.13999938964844,178.0399932861328,1126.6600341796875,177.89999389648438,181.5,1140.31005859375,29565900.0,36183800.0,1823100.0
2018-01-17,173.42739868164062,177.60000610351562,1139.0999755859375,179.10000610351562,177.60000610351562,1139.0999755859375,179.25,179.32000732421875,1139.3199462890625,175.07000732421875,175.8000030517578,1123.489990234375,176.14999389648438,179.25999450683594,1136.3599853515625,34386800.0,27992400.0,1391500.0
2018-01-18,173.5823211669922,179.8000030517578,1135.969970703125,179.25999450683594,179.8000030517578,1135.969970703125,180.10000610351562,180.97999572753906,1140.5899658203125,178.25,177.0800018310547,1124.4599609375,179.3699951171875,178.1300048828125,1139.3499755859375,31193400.0,23304900.0,1374900.0
2018-01-19,172.8076629638672,181.2899932861328,1143.5,178.4600067138672,181.2899932861328,1143.5,179.5800018310547,182.3699951171875,1143.780029296875,177.41000366210938,180.1699981689453,1132.5,178.61000061035156,180.85000610351562,1138.030029296875,32425100.0,26826500.0,1527600.0
2018-01-22,171.3939208984375,185.3699951171875,1164.1600341796875,177.0,185.3699951171875,1164.1600341796875,177.77999877929688,185.38999938964844,1166.8800048828125,176.60000610351562,180.41000366210938,1141.8199462890625,177.3000030517578,180.8000030517578,1143.8199462890625,27108600.0,21059500.0,1477500.0
2018-01-23,171.43263244628906,189.35000610351562,1176.1700439453125,177.0399932861328,189.35000610351562,1176.1700439453125,179.44000244140625,189.5500030517578,1178.510009765625,176.82000732421875,185.5500030517578,1167.25,177.3000030517578,186.0500030517578,1170.6199951171875,32689100.0,25678800.0,1956900.0
2018-01-24,168.7019500732422,186.5500030517578,1171.2900390625,174.22000122070312,186.5500030517578,1171.2900390625,177.3000030517578,190.66000366210938,1187.050048828125,173.1999969482422,186.52000427246094,1167.4000244140625,177.25,189.88999938964844,1184.97998046875,51105100.0,24334500.0,1856400.0
2018-01-25,165.69044494628906,187.47999572753906,1182.1400146484375,171.11000061035156,187.47999572753906,1182.1400146484375,174.9499969482422,188.6199951171875,1185.0,170.52999877929688,186.60000610351562,1171.8399658203125,174.50999450683594,187.9499969482422,1180.7099609375,41529000.0,17377700.0,1499200.0
2018-01-26,166.0777587890625,190.0,1187.56005859375,171.50999450683594,190.0,1187.56005859375,172.0,190.0,1187.56005859375,170.05999755859375,186.80999755859375,1168.030029296875,172.0,187.75,1187.530029296875,39143000.0,17759200.0,2108500.0
2018-01-29,162.6402130126953,185.97999572753906,1186.47998046875,167.9600067138672,185.97999572753906,1186.47998046875,170.16000366210938,188.83999633789062,1198.0,167.07000732421875,185.6300048828125,1184.06005859375,170.16000366210938,188.75,1188.0,50640400.0,20453200.0,1574700.0
2018-01-30,161.68157958984375,187.1199951171875,1177.3699951171875,166.97000122070312,187.1199951171875,1177.3699951171875,167.3699951171875,188.17999267578125,1187.9300537109375,164.6999969482422,181.83999633789062,1174.510009765625,165.52999877929688,187.6199951171875,1177.719970703125,46048200.0,20858600.0,1866900.0
2018-01-31,162.12701416015625,186.88999938964844,1182.219970703125,167.42999267578125,186.88999938964844,1182.219970703125,168.44000244140625,189.8300018310547,1186.3199462890625,166.5,185.22000122070312,1172.0999755859375,166.8699951171875,188.3699951171875,1183.81005859375,32478900.0,43275100.0,1801100.0
2018-02-01,162.46591186523438,193.08999633789062,1181.5899658203125,167.77999877929688,193.08999633789062,1181.5899658203125,168.6199951171875,195.32000732421875,1187.449951171875,166.75999450683594,187.88999938964844,1169.3599853515625,167.1699981689453,188.22000122070312,1175.989990234375,47230800.0,54211300.0,3675700.0
2018-02-02,155.41651916503906,190.27999877929688,1119.199951171875,160.5,190.27999877929688,1119.199951171875,166.8000030517578,194.2100067138672,1131.300048828125,160.10000610351562,189.97999572753906,1111.1700439453125,166.0,192.0399932861328,1127.4200439453125,86593800.0,26677500.0,5892100.0
2018-02-05,151.53350830078125,181.25999450683594,1062.3900146484375,156.49000549316406,181.25999450683594,1062.3900146484375,163.8800048828125,190.61000061035156,1114.989990234375,156.0,180.61000061035156,1056.739990234375,159.10000610351562,186.92999267578125,1100.6099853515625,72738500.0,33128200.0,4177500.0
2018-02-06,157.8663330078125,185.30999755859375,1084.4300537109375,163.02999877929688,185.30999755859375,1084.4300537109375,163.72000122070312,185.77000427246094,1087.3800048828125,154.0,177.74000549316406,1030.010009765625,154.8300018310547,178.57000732421875,1033.97998046875,68243800.0,37758500.0,3831500.0
2018-02-07,154.48687744140625,180.17999267578125,1055.4100341796875,159.5399932861328,180.17999267578125,1055.4100341796875,163.39999389648438,185.0800018310547,1086.530029296875,159.07000732421875,179.9499969482422,1054.6199951171875,163.08999633789062,184.14999389648438,1084.969970703125,51608600.0,27601900.0,2597100.0
2018-02-08,150.23594665527344,171.5800018310547,1007.7100219726562,155.14999389648438,171.5800018310547,1007.7100219726562,161.0,181.83999633789062,1063.9300537109375,155.02999877929688,171.47999572753906,1004.7000122070312,160.2899932861328,181.00999450683594,1059.8699951171875,54390500.0,38478300.0,3339600.0
2018-02-09,152.07354736328125,176.11000061035156,1046.27001953125,156.41000366210938,176.11000061035156,1046.27001953125,157.88999938964844,176.89999389648438,1051.719970703125,150.24000549316406,167.17999267578125,997.0,157.07000732421875,174.75999450683594,1025.8800048828125,70672600.0,39887600.0,4918000.0
2018-02-12,158.19888305664062,176.41000366210938,1054.56005859375,162.7100067138672,176.41000366210938,1054.56005859375,163.88999938964844,177.5500030517578,1065.5699462890625,157.50999450683594,171.83999633789062,1045.489990234375,158.5,177.05999755859375,1056.6700439453125,60819500.0,32092100.0,2812000.0
2018-02-13,159.78367614746094,173.14999389648438,1054.1400146484375,164.33999633789062,173.14999389648438,1054.1400146484375,164.75,175.97000122070312,1061.219970703125,161.64999389648438,173.10000610351562,1046.9200439453125,161.9499969482422,175.6199951171875,1050.0,32549200.0,21809400.0,1579300.0
2018-02-14,162.72967529296875,179.52000427246094,1072.699951171875,167.3699951171875,179.52000427246094,1072.699951171875,167.5399932861328,179.80999755859375,1075.469970703125,162.8800048828125,173.2100067138672,1049.800048828125,163.0399932861328,173.4499969482422,1054.3199462890625,40644900.0,28929700.0,2065200.0
2018-02-15,168.19387817382812,179.9600067138672,1091.3599853515625,172.99000549316406,179.9600067138672,1091.3599853515625,173.08999633789062,180.5,1094.0999755859375,169.0,176.83999633789062,1067.22998046875,169.7899932861328,180.5,1083.449951171875,51147200.0,20922100.0,1869800.0
2018-02-16,167.64939880371094,177.36000061035156,1095.5,172.42999267578125,177.36000061035156,1095.5,174.82000732421875,179.8800048828125,1108.31005859375,171.77000427246094,176.3000030517578,1091.550048828125,172.36000061035156,178.99000549316406,1093.3800048828125,40176100.0,20645300.0,1997400.0
2018-02-20,167.08547973632812,176.00999450683594,1103.5899658203125,171.85000610351562,176.00999450683594,1103.5899658203125,174.25999450683594,177.9499969482422,1116.2900390625,171.4199981689453,175.11000061035156,1090.0,172.0500030517578,175.77000427246094,1092.760009765625,33930500.0,21204900.0,1687700.0
2018-02-21,166.3271026611328,177.91000366210938,1113.75,171.07000732421875,177.91000366210938,1113.75,174.1199951171875,181.27000427246094,1136.199951171875,171.00999450683594,176.39999389648438,1107.510009765625,172.8300018310547,176.7100067138672,1109.0999755859375,37471600.0,23200800.0,2074300.0
2018-02-22,167.7174530029297,178.99000549316406,1109.9000244140625,172.5,178.99000549316406,1109.9000244140625,173.9499969482422,180.2100067138672,1125.4599609375,171.7100067138672,177.41000366210938,1105.1500244140625,171.8000030517578,178.6999969482422,1119.1700439453125,30991900.0,18464200.0,1400500.0
2018-02-23,170.63427734375,183.2899932861328,1128.0899658203125,175.5,183.2899932861328,1128.0899658203125,175.64999389648438,183.38999938964844,1129.0,173.5399932861328,179.50999450683594,1108.43994140625,173.6699981689453,179.89999389648438,1118.6600341796875,33812400.0,19007300.0,1264600.0
2018-02-26,174.008056640625,184.92999267578125,1143.699951171875,178.97000122070312,184.92999267578125,1143.699951171875,179.38999938964844,185.66000366210938,1144.199951171875,176.2100067138672,183.22000122070312,1129.3399658203125,176.35000610351562,184.5800018310547,1131.8599853515625,38162200.0,17599700.0,1545600.0
2018-02-27,173.4441680908203,181.4600067138672,1117.510009765625,178.38999938964844,181.4600067138672,1117.510009765625,180.47999572753906,184.6999969482422,1144.25,178.16000366210938,181.4600067138672,1116.7900390625,179.10000610351562,184.4499969482422,1143.699951171875,38928100.0,15849800.0,2148200.0
2018-02-28,173.18165588378906,178.32000732421875,1103.9200439453125,178.1199951171875,178.32000732421875,1103.9200439453125,180.6199951171875,182.8800048828125,1127.6500244140625,178.0500030517578,178.13999938964844,1103.0,179.25999450683594,182.3000030517578,1122.0,37782100.0,18783000.0,2464600.0
2018-03-01,170.1481170654297,175.94000244140625,1071.4100341796875,175.0,175.94000244140625,1071.4100341796875,179.77999877929688,180.1199951171875,1111.27001953125,172.66000366210938,174.41000366210938,1067.2900390625,178.5399932861328,179.00999450683594,1109.5400390625,48802000.0,23201600.0,2766900.0
2018-03-02,171.32460021972656,176.6199951171875,1084.1400146484375,176.2100067138672,176.6199951171875,1084.1400146484375,176.3000030517578,177.11000061035156,1086.8900146484375,172.4499969482422,172.99000549316406,1050.1099853515625,172.8000030517578,173.2899932861328,1057.97998046875,38454000.0,20025900.0,2508100.0
2018-03-05,171.91770935058594,180.39999389648438,1094.760009765625,176.82000732421875,180.39999389648438,1094.760009765625,177.74000549316406,181.14999389648438,1101.1800537109375,174.52000427246094,175.88999938964844,1072.27001953125,175.2100067138672,176.1999969482422,1078.1300048828125,28401400.0,16189300.0,1432400.0
2018-03-06,171.7718505859375,179.77999877929688,1100.9000244140625,176.6699981689453,179.77999877929688,1100.9000244140625,178.25,182.3800048828125,1105.6300048828125,176.1300048828125,179.11000061035156,1094.5,177.91000366210938,181.77999877929688,1102.0999755859375,23788500.0,15086800.0,1169100.0
2018-03-07,170.1773223876953,183.7100067138672,1115.0400390625,175.02999877929688,183.7100067138672,1115.0400390625,175.85000610351562,183.82000732421875,1116.199951171875,174.27000427246094,178.07000732421875,1089.9100341796875,174.94000244140625,178.74000549316406,1092.8199462890625,31703500.0,19097300.0,1537400.0
2018-03-08,172.03436279296875,182.33999633789062,1129.3800048828125,176.94000244140625,182.33999633789062,1129.3800048828125,177.1199951171875,184.39999389648438,1131.43994140625,175.07000732421875,181.4499969482422,1117.199951171875,175.47999572753906,183.55999755859375,1117.199951171875,23774100.0,17225900.0,1693100.0
2018-03-09,174.99005126953125,185.22999572753906,1160.8399658203125,179.97999572753906,185.22999572753906,1160.8399658203125,180.0,185.50999450683594,1161.0,177.38999938964844,183.2100067138672,1134.2900390625,177.9600067138672,183.91000366210938,1139.5,32185200.0,18526300.0,2133100.0
2018-03-12,176.68182373046875,184.75999450683594,1165.9300537109375,181.72000122070312,184.75999450683594,1165.9300537109375,182.38999938964844,186.10000610351562,1178.1600341796875,180.2100067138672,184.22000122070312,1159.199951171875,180.2899932861328,185.22999572753906,1165.050048828125,32207100.0,15301200.0,2215300.0
2018-03-13,174.9803466796875,181.8800048828125,1139.9100341796875,179.97000122070312,181.8800048828125,1139.9100341796875,183.5,185.99000549316406,1178.0,179.24000549316406,181.11000061035156,1134.5699462890625,182.58999633789062,185.61000061035156,1171.8299560546875,31693500.0,18067500.0,2157000.0
2018-03-14,173.4927520751953,184.19000244140625,1148.8900146484375,178.44000244140625,184.19000244140625,1148.8900146484375,180.52000427246094,184.25,1159.760009765625,177.80999755859375,181.85000610351562,1142.3499755859375,180.32000732421875,182.60000610351562,1145.800048828125,29368400.0,16821700.0,2093500.0
2018-03-15,173.69692993164062,183.86000061035156,1150.6099853515625,178.64999389648438,183.86000061035156,1150.6099853515625,180.24000549316406,184.0,1162.5,178.07000732421875,182.19000244140625,1135.6600341796875,178.5,183.24000549316406,1149.5699462890625,22743800.0,15614300.0,1669100.0
2018-03-16,173.0844268798828,185.08999633789062,1134.4200439453125,178.02000427246094,185.08999633789062,1134.4200439453125,179.1199951171875,185.3300018310547,1156.81005859375,177.6199951171875,183.41000366210938,1131.3599853515625,178.64999389648438,184.49000549316406,1155.3499755859375,39404700.0,24403400.0,2932800.0
2018-03-19,170.43983459472656,172.55999755859375,1100.0699462890625,175.3000030517578,172.55999755859375,1100.0699462890625,177.47000122070312,177.1699981689453,1119.3699951171875,173.66000366210938,170.05999755859375,1088.9200439453125,177.32000732421875,177.00999450683594,1117.760009765625,33446800.0,88140100.0,3182800.0
2018-03-20,170.38150024414062,168.14999389648438,1095.800048828125,175.24000549316406,168.14999389648438,1095.800048828125,176.8000030517578,170.1999969482422,1105.550048828125,174.94000244140625,161.9499969482422,1082.4200439453125,175.24000549316406,167.47000122070312,1098.4000244140625,19649400.0,129851800.0,2729900.0
2018-03-21,166.5215606689453,169.38999938964844,1094.0,171.27000427246094,169.38999938964844,1094.0,175.08999633789062,173.39999389648438,1108.699951171875,171.25999450683594,163.3000030517578,1087.2099609375,175.0399932861328,164.8000030517578,1092.5699462890625,37054900.0,106598800.0,2244900.0
2018-03-22,164.1686553955078,164.88999938964844,1053.1500244140625,168.85000610351562,164.88999938964844,1053.1500244140625,172.67999267578125,170.27000427246094,1083.9200439453125,168.60000610351562,163.72000122070312,1049.6400146484375,170.0,166.1300048828125,1080.010009765625,41490800.0,73743000.0,3465600.0
2018-03-23,160.36703491210938,159.38999938964844,1026.550048828125,164.94000244140625,159.38999938964844,1026.550048828125,169.9199981689453,166.60000610351562,1066.780029296875,164.94000244140625,159.02000427246094,1024.8699951171875,168.38999938964844,165.44000244140625,1051.3699951171875,41028800.0,53609700.0,2494000.0
2018-03-26,167.97999572753906,160.05999755859375,1054.0899658203125,172.77000427246094,160.05999755859375,1054.0899658203125,173.10000610351562,161.10000610351562,1059.27001953125,166.44000244140625,149.02000427246094,1010.5800170898438,168.07000732421875,160.82000732421875,1050.5999755859375,37541200.0,126116600.0,3299200.0
2018-03-27,163.6727752685547,152.22000122070312,1006.9400024414062,168.33999633789062,152.22000122070312,1006.9400024414062,175.14999389648438,162.85000610351562,1064.5400390625,166.9199981689453,150.75,997.6199951171875,173.67999267578125,156.30999755859375,1063.9000244140625,40922600.0,79117000.0,3040800.0
2018-03-28,161.86436462402344,153.02999877929688,1005.1799926757812,166.47999572753906,153.02999877929688,1005.1799926757812,170.02000427246094,155.8800048828125,1024.989990234375,165.19000244140625,150.8000030517578,984.0,167.25,151.64999389648438,1001.9099731445312,41668500.0,60029200.0,3884900.0
2018-03-29,163.12831115722656,159.7899932861328,1037.1400146484375,167.77999877929688,159.7899932861328,1037.1400146484375,171.75,161.4199981689453,1048.050048828125,166.89999389648438,154.13999938964844,1004.0399780273438,167.80999755859375,155.14999389648438,1011.2100219726562,38398500.0,59434300.0,3466900.0
2018-04-02,162.05880737304688,155.38999938964844,1012.6300048828125,166.67999267578125,155.38999938964844,1012.6300048828125,168.94000244140625,159.1999969482422,1039.530029296875,164.47000122070312,154.11000061035156,994.25,166.63999938964844,157.80999755859375,1027.6199951171875,37586800.0,36796000.0,3253400.0
2018-04-03,163.72142028808594,156.11000061035156,1018.6799926757812,168.38999938964844,156.11000061035156,1018.6799926757812,168.75,157.38999938964844,1025.0,164.8800048828125,150.80999755859375,997.25,167.63999938964844,156.5500030517578,1016.1500244140625,30278000.0,42543900.0,2566100.0
2018-04-04,166.85214233398438,155.10000610351562,1029.7099609375,171.61000061035156,155.10000610351562,1029.7099609375,172.00999450683594,155.55999755859375,1032.739990234375,164.77000427246094,150.50999450683594,996.510009765625,164.8800048828125,152.02999877929688,998.22998046875,34605500.0,49885600.0,2536200.0
2018-04-05,168.00912475585938,159.33999633789062,1032.6400146484375,172.8000030517578,159.33999633789062,1032.6400146484375,174.22999572753906,161.57000732421875,1046.7099609375,172.0800018310547,156.64999389648438,1024.0,172.5800018310547,161.55999755859375,1046.3900146484375,26933200.0,41449600.0,1791800.0
2018-04-06,163.71170043945312,157.1999969482422,1009.9500122070312,168.3800048828125,157.1999969482422,1009.9500122070312,172.47999572753906,161.4199981689453,1036.0,168.1999969482422,156.80999755859375,1006.25,170.97000122070312,157.72999572753906,1023.0999755859375,35005300.0,41644800.0,2006700.0
2018-04-09,165.33538818359375,157.92999267578125,1020.0900268554688,170.0500030517578,157.92999267578125,1020.0900268554688,173.08999633789062,160.52999877929688,1044.5899658203125,169.85000610351562,156.0399932861328,1019.2000122070312,169.8800048828125,157.82000732421875,1020.0399780273438,29017700.0,34915200.0,1661000.0
2018-04-10,168.44667053222656,165.0399932861328,1036.5,173.25,165.0399932861328,1036.5,174.0,165.97999572753906,1041.2099609375,171.52999877929688,157.00999450683594,1015.4099731445312,173.0,157.92999267578125,1030.260009765625,28408600.0,57889300.0,1831000.0
2018-04-11,167.65911865234375,166.32000732421875,1025.06005859375,172.44000244140625,166.32000732421875,1025.06005859375,173.9199981689453,168.64999389648438,1035.8699951171875,171.6999969482422,163.25,1019.2000122070312,172.22999572753906,165.36000061035156,1032.0,22431600.0,56144600.0,1703000.0
2018-04-12,169.31199645996094,163.8699951171875,1037.2900390625,174.13999938964844,163.8699951171875,1037.2900390625,175.0,167.4499969482422,1044.6500244140625,173.0399932861328,163.10000610351562,1026.050048828125,173.41000366210938,166.97999572753906,1031.469970703125,22889300.0,38263000.0,1644800.0
2018-04-13,169.88560485839844,164.52000427246094,1036.0400390625,174.72999572753906,164.52000427246094,1036.0400390625,175.83999633789062,165.6999969482422,1052.97998046875,173.85000610351562,163.77000427246094,1030.1500244140625,174.77999877929688,164.5800018310547,1046.8900146484375,25124300.0,19990600.0,1270500.0
2018-04-16,170.94541931152344,164.8300018310547,1046.0999755859375,175.82000732421875,164.8300018310547,1046.0999755859375,176.19000244140625,165.77999877929688,1051.4300537109375,174.8300018310547,163.38999938964844,1033.9200439453125,175.02999877929688,165.72000122070312,1045.550048828125,21578400.0,18119400.0,1488800.0
2018-04-17,173.29830932617188,168.66000366210938,1079.3599853515625,178.24000549316406,168.66000366210938,1079.3599853515625,178.94000244140625,169.0,1085.0,176.41000366210938,165.66000366210938,1057.0899658203125,176.49000549316406,165.8300018310547,1061.199951171875,26605400.0,22743000.0,2729200.0
2018-04-18,172.90939331054688,166.36000061035156,1075.3900146484375,177.83999633789062,166.36000061035156,1075.3900146484375,178.82000732421875,168.1199951171875,1082.0,176.8800048828125,165.77000427246094,1070.52001953125,177.80999755859375,166.8800048828125,1079.010009765625,20754500.0,20969600.0,1556300.0
2018-04-19,168.00912475585938,168.10000610351562,1089.449951171875,172.8000030517578,168.10000610351562,1089.449951171875,175.38999938964844,168.3300018310547,1097.510009765625,172.66000366210938,165.1999969482422,1069.02001953125,173.75999450683594,166.1999969482422,1069.02001953125,34808800.0,22235000.0,1994200.0
2018-04-20,161.1254119873047,166.27999877929688,1077.3199462890625,165.72000122070312,166.27999877929688,1077.3199462890625,171.22000122070312,168.42999267578125,1094.75,165.42999267578125,165.80999755859375,1072.0999755859375,170.60000610351562,167.7899932861328,1084.27001953125,65491100.0,19119400.0,2121700.0
2018-04-23,160.65875244140625,165.83999633789062,1073.81005859375,165.24000549316406,165.83999633789062,1073.81005859375,166.9199981689453,168.4499969482422,1088.0,164.08999633789062,165.08999633789062,1066.6800537109375,166.8300018310547,167.27000427246094,1082.97998046875,36515500.0,23088100.0,3479500.0
2018-04-24,158.42251586914062,159.69000244140625,1022.6400146484375,162.94000244140625,159.69000244140625,1022.6400146484375,166.3300018310547,166.10000610351562,1064.489990234375,161.22000122070312,158.19000244140625,1012.8599853515625,165.6699981689453,165.42999267578125,1059.199951171875,33692000.0,35079900.0,6411000.0
2018-04-25,159.11280822753906,159.69000244140625,1022.989990234375,163.64999389648438,159.69000244140625,1022.989990234375,165.4199981689453,161.05999755859375,1036.0699462890625,162.41000366210938,156.19000244140625,1017.010009765625,162.6199951171875,160.13999938964844,1029.75,28382100.0,41083600.0,2893000.0
2018-04-26,159.66700744628906,174.16000366210938,1043.31005859375,164.22000122070312,174.16000366210938,1043.31005859375,165.72999572753906,176.27000427246094,1052.02001953125,163.3699951171875,170.8000030517578,1020.4500122070312,164.1199951171875,173.22000122070312,1033.219970703125,27963000.0,77556900.0,2546300.0
2018-04-27,157.81968688964844,173.58999633789062,1031.449951171875,162.32000732421875,173.58999633789062,1031.449951171875,164.3300018310547,177.10000610351562,1051.699951171875,160.6300048828125,172.60000610351562,1027.5899658203125,164.0,176.80999755859375,1045.5400390625,35655800.0,29804700.0,2037300.0
2018-04-30,160.6781768798828,172.0,1018.5800170898438,165.25999450683594,172.0,1018.5800170898438,167.25999450683594,175.72000122070312,1038.3699951171875,161.83999633789062,171.7100067138672,1018.2999877929688,162.1300048828125,173.7899932861328,1034.4200439453125,42427400.0,20750500.0,1724600.0
2018-05-01,164.4116973876953,173.86000061035156,1040.75,169.10000610351562,173.86000061035156,1040.75,169.1999969482422,174.02000427246094,1041.72998046875,165.27000427246094,170.22999572753906,1010.6099853515625,166.41000366210938,172.0,1016.2999877929688,53569400.0,26025900.0,1766300.0
2018-05-02,171.67462158203125,176.07000732421875,1026.050048828125,176.57000732421875,176.07000732421875,1026.050048828125,177.75,178.0800018310547,1043.97998046875,173.8000030517578,174.1999969482422,1023.1599731445312,175.22999572753906,174.25,1034.0,66539400.0,30424500.0,1734900.0
2018-05-03,171.98573303222656,174.02000427246094,1026.300048828125,176.88999938964844,174.02000427246094,1026.300048828125,177.5,176.1199951171875,1030.68994140625,174.44000244140625,172.1199951171875,1007.8900146484375,175.8800048828125,175.1300048828125,1025.3699951171875,34068200.0,24026100.0,1964100.0
2018-05-04,178.7333221435547,176.61000061035156,1051.0,183.8300018310547,176.61000061035156,1051.0,184.25,176.97999572753906,1051.8800048828125,178.1699981689453,173.05999755859375,1018.0499877929688,178.25,173.0800018310547,1019.6099853515625,56201300.0,17677800.0,1844600.0
2018-05-07,180.02645874023438,177.97000122070312,1059.4599609375,185.16000366210938,177.97000122070312,1059.4599609375,187.6699981689453,179.5,1065.0,184.75,177.1699981689453,1050.27001953125,185.17999267578125,177.35000610351562,1053.8900146484375,42451400.0,18697200.0,1720000.0
2018-05-08,180.8917694091797,178.9199981689453,1058.5899658203125,186.0500030517578,178.9199981689453,1058.5899658203125,186.22000122070312,179.0399932861328,1065.22998046875,183.6699981689453,177.11000061035156,1051.6400146484375,184.99000549316406,178.25,1064.6199951171875,28402800.0,15577200.0,1301500.0
2018-05-09,182.1654510498047,182.66000366210938,1088.949951171875,187.36000061035156,182.66000366210938,1088.949951171875,187.39999389648438,183.00999450683594,1094.0,185.22000122070312,178.77999877929688,1062.1099853515625,186.5500030517578,179.6699981689453,1064.0999755859375,23211200.0,23282800.0,2358000.0
2018-05-10,184.77114868164062,185.52999877929688,1105.469970703125,190.0399932861328,185.52999877929688,1105.469970703125,190.3699951171875,186.1300048828125,1109.4100341796875,187.64999389648438,182.5,1093.8800048828125,187.74000549316406,183.14999389648438,1095.0,27989300.0,21071400.0,1820700.0
2018-05-11,184.06842041015625,186.99000549316406,1103.3800048828125,188.58999633789062,186.99000549316406,1103.3800048828125,190.05999755859375,188.32000732421875,1109.010009765625,187.4499969482422,184.17999267578125,1097.219970703125,189.49000549316406,184.85000610351562,1100.4100341796875,26212200.0,21207800.0,1525200.0
2018-05-14,183.6389617919922,186.63999938964844,1106.5999755859375,188.14999389648438,186.63999938964844,1106.5999755859375,189.52999877929688,187.86000061035156,1118.1500244140625,187.86000061035156,186.1999969482422,1104.800048828125,189.00999450683594,187.7100067138672,1105.5699462890625,20778800.0,15646700.0,1966900.0
2018-05-15,181.969970703125,184.32000732421875,1084.8699951171875,186.44000244140625,184.32000732421875,1084.8699951171875,187.07000732421875,185.2899932861328,1099.1199951171875,185.10000610351562,183.1999969482422,1078.780029296875,186.77999877929688,184.8800048828125,1096.9000244140625,23695200.0,15429400.0,1786900.0
2018-05-16,183.66822814941406,183.1999969482422,1084.0899658203125,188.17999267578125,183.1999969482422,1084.0899658203125,188.4600067138672,184.32000732421875,1094.3800048828125,186.0,182.66000366210938,1081.6300048828125,186.07000732421875,183.6999969482422,1085.0899658203125,19183100.0,16975500.0,1281400.0
2018-05-17,182.5067901611328,183.75999450683594,1081.260009765625,186.99000549316406,183.75999450683594,1081.260009765625,188.91000366210938,184.05999755859375,1091.0,186.36000061035156,182.22000122070312,1076.4200439453125,188.0,182.67999267578125,1081.4599609375,17294000.0,14840700.0,1286900.0
